"Carnegie Mellon University: School of Information Systems and Management, Heinz College"
Drexel University: College of Computing and Informatics
Florida State University: College of Communication and Information
Georgia Institute of Technology: College of Computing
Humboldt University of Berlin: Berlin School of Library and Information Science
Indiana University: School of Informatics and Computing
Pennsylvania State University: College of Information Sciences and Technology
"Rutgers, The State University of New Jersey: School of Communication and Information"
Syracuse University: School of Information Studies
Singapore Management University: School of Information Systems
"University of California, Berkeley: School of Information"
"University of California, Irvine: The Donald Bren School of Information and Computer Sciences"
"University of California, Los Angeles: Graduate School of Education and Information Studies"
University of Copenhagen: Royal School of Library and Information Science
University of Illinois: Graduate School of Library and Information Science
University of Maryland: College of Information Studies
University of Michigan: School of Information
University of North Carolina: School of Information and Library Science
University of Pittsburgh: School of Information Sciences
University of Sheffield: Information School
"University of Texas, Austin: School of Information"
University of Toronto: Faculty of Information
University of Washington: Information School
Wuhan University: School of Information Management